City,Latitude,Longitude,Country,Date,Max Temperature (F),Humidity %,Cloudiness %,Wind (mph)
Kenai,60.55,-151.26,US,1572373028,45.0,81,90,5.82
General Cepeda,25.38,-101.48,MX,1572373028,82.99,36,5,6.26
Agboville,5.93,-4.21,CI,1572373028,78.42,80,96,1.95
Orocue,4.79,-71.34,CO,1572373029,89.46,56,36,7.92
Parrsboro,45.41,-64.33,CA,1572373029,55.99,50,20,2.24
Tanete,-3.94,119.78,ID,1572373029,72.86,90,50,0.83
Dolzhanskaya,46.63,37.8,RU,1572373029,55.58,72,97,4.79
Dukat,40.25,19.57,AL,1572373030,64.0,71,0,4.52
Kilindoni,-7.91,39.67,TZ,1572373030,79.88,74,21,12.8
Yertsevo,60.8,40.09,RU,1572373030,19.53,95,16,2.01
Launceston,-41.43,147.14,AU,1572373030,48.2,87,50,16.11
Deputatskiy,69.3,139.9,RU,1572373030,-5.81,90,100,0.65
Saldanha,41.42,-6.55,PT,1572373031,61.54,71,35,5.06
Ternate,14.29,120.72,PH,1572373031,80.6,83,40,1.12
Bjelovar,45.9,16.84,HR,1572373031,46.4,87,90,10.29
Aldan,58.61,125.39,RU,1572373031,15.03,80,71,16.06
Aykhal,65.95,111.51,RU,1572373032,6.8,92,90,11.18
Taoudenni,22.68,-3.98,ML,1572373032,84.18,19,2,13.18
Mahebourg,-20.41,57.7,MU,1572373032,71.6,78,20,4.12
Samfya,-11.37,29.56,ZM,1572373032,80.78,28,91,4.23
Parati,-20.51,-54.63,BR,1572373032,95.0,39,75,14.99
Vila Velha,-3.71,-38.6,BR,1572373032,86.0,51,20,18.34
Riyadh,24.63,46.72,SA,1572372877,86.0,23,0,3.36
Guerrero Negro,27.97,-114.04,MX,1572373033,73.58,47,32,9.71
Marawi,8.0,124.29,PH,1572373033,73.99,93,100,5.01
Kudymkar,59.01,54.66,RU,1572373033,17.74,88,0,4.23
Deer Lake,49.18,-57.43,CA,1572373033,48.0,75,75,5.82
Beloha,-25.17,45.06,MG,1572373034,77.61,81,21,5.88
Flinders,-34.58,150.85,AU,1572373034,64.4,68,100,11.41
Hasaki,35.73,140.83,JP,1572373034,55.4,100,75,2.24
Moerai,-22.43,-151.33,PF,1572373034,72.27,81,100,20.4
Jatai,28.97,76.18,IN,1572373034,76.84,31,99,2.98
Waipawa,-39.94,176.59,NZ,1572373035,41.0,92,0,3.11
Torbat-e Jam,35.24,60.63,IR,1572373035,60.33,47,17,8.34
Kloulklubed,7.04,134.26,PW,1572373035,75.2,100,75,4.7
Yuanping,38.72,112.71,CN,1572373035,44.35,40,5,4.54
Buraydah,26.33,43.97,SA,1572373097,80.6,61,21,6.93
Aasiaat,68.71,-52.87,GL,1572373097,19.0,61,0,4.45
Santa catarina de Tepehuanes,25.34,-105.72,MX,1572373097,68.31,24,2,6.44
Pangnirtung,66.15,-65.72,CA,1572373097,28.4,79,75,5.82
Caravelas,-17.73,-39.27,BR,1572373097,83.3,59,85,14.07
Kaohsiung,22.62,120.31,TW,1572373098,75.2,73,75,3.36
Broome,52.47,1.45,GB,1572373098,48.99,81,20,4.7
Maragogi,-9.01,-35.22,BR,1572372968,78.66,67,14,12.82
Clarence Town,-32.59,151.78,AU,1572373098,60.01,93,59,1.86
Ler,63.2,10.3,NO,1572373098,41.0,86,90,16.11
Poronaysk,49.22,143.1,RU,1572373099,46.38,98,100,16.98
Yaan,7.38,8.57,NG,1572373099,78.85,76,39,0.4
Darnah,32.77,22.64,LY,1572373099,72.52,79,3,11.03
Westport,41.14,-73.36,US,1572372912,60.8,93,90,11.41
Prince Rupert,54.32,-130.32,CA,1572373100,35.6,100,90,3.36
Buin,-33.73,-70.74,CL,1572373100,75.0,20,95,3.36
Hamamatsu,34.71,137.73,JP,1572373100,59.0,87,0,5.99
Manta,45.1,24.1,RO,1572373100,54.43,63,81,1.5
Kurilsk,45.23,147.88,RU,1572373100,49.39,93,75,15.14
Burley,42.54,-113.79,US,1572373101,23.0,37,90,20.8
Byron Bay,-28.65,153.62,AU,1572373101,62.01,87,82,1.7
Caucaia,-3.73,-38.66,BR,1572372995,86.0,51,20,18.34
Ucluelet,48.94,-125.55,CA,1572372988,48.99,70,20,3.36
Sept-Iles,50.2,-66.38,CA,1572373101,43.0,100,90,6.93
Havre-Saint-Pierre,50.23,-63.6,CA,1572373102,44.6,81,90,2.24
Aosta,45.74,7.32,IT,1572373102,59.0,93,20,1.12
Abomey,7.18,1.99,BJ,1572373102,76.53,91,86,4.92
Miri,10.31,9.75,NG,1572373102,77.79,55,19,4.47
Binga,-17.62,27.34,ZW,1572373102,88.95,34,10,6.4
Palu,-0.9,119.87,ID,1572373103,66.15,97,20,2.06
Lakatoro,-16.11,167.42,VU,1572373103,75.22,74,88,19.04
Nizwa,22.93,57.53,OM,1572373103,75.65,35,2,8.39
Puerto Penasco,31.32,-113.53,MX,1572373051,70.0,56,0,7.85
Enid,36.4,-97.88,US,1572372907,37.4,64,90,12.75
Rio Claro,-22.41,-47.56,BR,1572372816,86.0,40,20,5.82
Robertsport,6.75,-11.37,LR,1572373104,81.28,80,69,12.8
Hunterville,-39.94,175.57,NZ,1572373104,51.01,82,0,1.99
Prainha,-1.8,-53.48,BR,1572373105,100.31,31,9,5.55
Manga,31.31,74.05,PK,1572373105,73.4,69,33,4.21
Berzence,46.21,17.15,HR,1572373105,44.6,93,90,3.36
Zyryanka,65.73,150.89,RU,1572373105,8.6,95,100,4.72
Qandala,11.47,49.87,SO,1572373105,79.23,49,46,2.55
Tautira,-17.73,-149.15,PF,1572373106,82.4,65,75,6.93
Coffeyville,37.04,-95.62,US,1572373106,39.99,86,90,12.75
Doha,25.29,51.53,QA,1572372964,87.8,66,0,2.24
San Carlos de Bariloche,-41.13,-71.31,AR,1572373106,42.8,87,75,26.4
Morant Bay,17.88,-76.41,JM,1572373106,89.6,59,20,19.46
Egvekinot,66.32,-179.17,RU,1572373107,8.73,67,0,7.02
Eganville,45.54,-77.1,CA,1572373107,64.0,63,1,12.75
Svay Rieng,11.08,105.8,KH,1572373107,77.31,78,82,7.87
Ixtapa,20.71,-105.21,MX,1572373107,84.99,66,20,9.17
Nantucket,41.28,-70.1,US,1572373101,59.0,82,90,8.05
Pangody,65.85,74.49,RU,1572373108,9.77,90,48,18.66
Seoni Malwa,22.45,77.47,IN,1572373108,73.15,87,40,2.17
Parana,-7.52,-72.89,BR,1572373108,87.8,70,75,4.7
Vila Franca do Campo,37.72,-25.43,PT,1572373108,69.8,88,40,14.99
Eirunepe,-6.66,-69.87,BR,1572373109,80.02,71,100,1.86
Okakarara,-20.59,17.46,NA,1572373170,78.69,12,75,5.3
Coihaique,-45.58,-72.07,CL,1572373170,53.6,57,40,10.29
Pontes e Lacerda,-15.23,-59.33,BR,1572373171,98.92,31,60,5.55
Haines Junction,60.75,-137.51,CA,1572373171,33.33,100,99,7.49
Kidal,18.44,1.41,ML,1572373171,83.35,9,0,8.77
Ahuimanu,21.44,-157.84,US,1572373171,78.8,88,40,4.7
Dingle,11.0,122.67,PH,1572373171,74.71,90,78,5.28
Lazarev,52.23,141.51,RU,1572373172,42.96,86,100,12.41
Juli,25.21,100.58,CN,1572373172,50.7,95,66,0.69
Lengshuitan,26.41,111.6,CN,1572373172,58.89,65,0,2.48
Dmitriyevka,43.08,41.0,GE,1572373172,58.57,89,3,3.62
Jacmel,18.24,-72.54,HT,1572373173,89.6,59,20,11.41
Saint-Pierre,48.95,4.24,FR,1572373173,48.0,81,99,9.17
Samagaltay,50.6,95.0,RU,1572373173,28.94,76,100,2.77
Huarmey,-10.07,-78.15,PE,1572373173,74.93,48,49,10.69
Klasterec nad Ohri,50.38,13.17,CZ,1572373174,42.01,80,20,5.82
Palma Soriano,20.21,-75.99,CU,1572373174,86.0,62,40,4.7
Marrakesh,31.63,-7.99,MA,1572373001,80.6,32,20,6.93
Mitu,36.2,46.09,IR,1572373174,46.47,86,60,4.36
Sao Joao da Barra,-21.64,-41.05,BR,1572373174,87.8,55,90,25.28
Tela,15.78,-87.45,HN,1572373175,89.6,84,20,6.93
Presidencia Roque Saenz Pena,-26.79,-60.44,AR,1572373175,107.44,22,0,9.35
Isiolo,0.35,37.58,KE,1572373175,74.75,64,88,10.07
Dunedin,-45.87,170.5,NZ,1572373071,48.99,77,100,11.99
Tual,-5.67,132.75,ID,1572373176,79.38,80,100,10.04
Bilma,18.69,12.92,NE,1572373176,87.53,13,96,8.5
Ustynivka,47.96,32.54,UA,1572373176,48.2,81,98,4.47
Luanda,-8.83,13.24,AO,1572373176,78.8,78,75,9.17
Ocotal,13.63,-86.48,NI,1572373177,79.97,63,57,7.09
Yulara,-25.24,130.99,AU,1572373177,57.2,15,0,3.36
Muisne,0.61,-80.02,EC,1572373177,82.4,78,75,9.17
Dickinson,46.88,-102.79,US,1572372965,21.2,53,90,28.86
Chaoyang,41.58,120.44,CN,1572373177,43.65,34,0,6.98
Trincomalee,8.58,81.23,LK,1572373178,72.86,98,100,0.96
College,64.86,-147.8,US,1572373178,36.0,92,40,2.35
Sur,22.57,59.53,OM,1572373178,80.28,68,50,20.4
Gandajika,-6.75,23.95,CD,1572373178,70.86,93,100,2.19
Isangel,-19.55,169.27,VU,1572373179,70.75,77,72,19.77
Puerto del Rosario,28.5,-13.86,ES,1572373179,77.0,69,12,5.82
Itoman,26.12,127.67,JP,1572373179,75.2,78,75,11.41
Ust-Maya,60.42,134.54,RU,1572373180,9.68,95,26,2.24
Katangli,51.71,143.23,RU,1572373180,41.81,87,100,11.68
Belaya Gora,68.54,146.19,RU,1572373180,-2.58,99,94,2.48
Saint-Georges,46.12,-70.67,CA,1572373180,52.0,78,78,3.0
Kamenka,48.03,28.7,MD,1572373181,43.0,80,100,7.0
Tilichiki,60.47,166.1,RU,1572373181,19.33,61,99,5.1
Denpasar,-8.65,115.22,ID,1572372998,78.8,83,20,2.24
Pisco,-13.71,-76.2,PE,1572373182,71.6,30,0,13.87
Mbanza-Ngungu,-5.25,14.87,CD,1572373182,72.72,91,90,3.2
Soria,41.76,-2.46,ES,1572373182,55.99,78,99,1.01
Sisimiut,66.94,-53.67,GL,1572373243,21.54,79,0,8.08
Ahipara,-35.17,173.16,NZ,1572373243,48.0,100,47,24.92
Palencia,42.01,-4.53,ES,1572373244,61.0,67,44,4.7
Diamantino,-14.4,-56.44,BR,1572373244,94.5,38,19,6.29
Kapit,2.02,112.94,MY,1572373244,71.4,98,100,0.85
Zunyi,27.73,106.92,CN,1572373244,52.21,79,0,3.38
Sale,-38.11,147.06,AU,1572373244,57.99,78,16,1.99
Pekan,3.49,103.39,MY,1572373245,75.2,94,75,5.61
Bordighera,43.79,7.66,IT,1572373245,66.2,77,75,5.82
Botshabelo,-29.23,26.73,ZA,1572373245,53.6,11,0,2.24
Sigli,5.38,95.96,ID,1572373245,80.55,76,100,5.39
Bacabal,-4.23,-44.78,BR,1572373246,100.15,30,47,1.14
Warrington,53.39,-2.59,GB,1572373246,46.99,81,40,13.87
Nalut,31.86,10.98,LY,1572373246,69.46,64,7,8.9
Nova Olimpia,-14.8,-57.29,BR,1572373246,96.31,36,42,7.92
Birchis,45.97,22.17,RO,1572373246,46.4,93,90,10.29
Dauphin,51.15,-100.04,CA,1572373247,23.0,79,75,19.46
Cabedelo,-6.97,-34.84,BR,1572373247,82.4,61,75,17.22
Usvyaty,55.75,30.75,RU,1572373145,32.18,79,82,7.94
Chokurdakh,70.62,147.9,RU,1572373247,8.33,88,100,4.07
Nuuk,64.17,-51.74,GL,1572373248,33.8,85,75,8.05
Yarmouth,43.84,-66.12,CA,1572373248,57.0,62,40,5.82
Tambo,-12.95,-74.02,PE,1572373248,77.0,23,75,3.36
Fairbanks,64.84,-147.72,US,1572373201,30.0,92,40,2.3
Palmas,-10.18,-48.33,BR,1572373249,82.4,74,40,2.24
North Platte,41.12,-100.77,US,1572373074,24.8,68,90,13.87
Rajo Khanani,24.98,68.85,PK,1572373249,83.88,53,99,5.39
Srednekolymsk,67.46,153.71,RU,1572373249,12.51,96,100,1.05
Stepnogorsk,52.35,71.88,KZ,1572373249,48.7,78,100,1.83
Reconquista,-29.14,-59.64,AR,1572373250,94.8,49,0,8.86
Mount Isa,-20.73,139.49,AU,1572373250,62.6,77,25,16.02
Baghdad,33.3,44.38,IQ,1572373250,75.2,57,75,5.82
Port Lincoln,-34.72,135.86,AU,1572373250,65.32,47,17,12.24
Ilhabela,-23.78,-45.36,BR,1572373250,78.51,81,85,5.88
Arlit,18.74,7.39,NE,1572373251,92.93,13,0,8.39
Copiapo,-27.37,-70.33,CL,1572373251,68.0,49,0,12.75
Camabatela,-8.19,15.37,AO,1572373251,66.87,96,98,6.33
Pine Bluff,34.23,-92.0,US,1572373252,62.6,72,90,3.36
Leh,34.16,77.58,IN,1572373252,31.55,38,32,4.25
Ingham,-18.65,146.16,AU,1572373252,66.33,95,100,1.88
Namie,37.52,140.86,JP,1572373252,57.99,98,0,5.32
Jiuquan,39.73,98.49,CN,1572373253,36.21,30,10,3.33
Springbok,-29.67,17.88,ZA,1572373253,54.27,31,0,2.71
Camacupa,-12.02,17.48,AO,1572373253,66.9,76,96,4.45
Karla,59.37,24.93,EE,1572373253,35.01,64,75,4.7
Ararat,39.85,44.7,AM,1572373253,53.6,54,20,2.24
Xichang,27.88,102.25,CN,1572373254,42.33,95,89,2.21
Kargasok,59.06,80.87,RU,1572373254,22.32,79,2,11.88
Straumen,63.87,11.3,NO,1572373254,39.99,86,90,16.11
Bucak,37.46,30.59,TR,1572373254,68.0,47,0,6.93
Cap Malheureux,-19.98,57.61,MU,1572373255,71.6,78,20,7.16
Paamiut,61.99,-49.67,GL,1572373255,36.93,88,99,2.26
Goderich,43.74,-81.71,CA,1572373316,60.01,76,57,11.01
Charters Towers,-20.07,146.27,AU,1572373316,66.27,88,100,8.39
Maniitsoq,65.42,-52.9,GL,1572373317,31.62,55,0,10.96
Iglesias,42.3,-3.99,ES,1572373317,60.01,81,20,5.82
Galliate,45.48,8.7,IT,1572373317,60.8,100,75,2.24
Lodja,-3.52,23.6,CD,1572373318,70.54,95,48,2.8
Nargana,9.44,-78.59,PA,1572373318,82.58,76,100,7.05
Marabba,12.35,32.18,SD,1572373318,90.07,23,83,8.34
Vega de Alatorre,20.03,-96.65,MX,1572373318,78.03,80,0,5.86
Aleksandrov Gay,50.14,48.57,RU,1572373318,50.79,64,100,6.87
Saucillo,28.03,-105.29,MX,1572373319,75.22,23,57,9.35
Mayumba,-3.44,10.65,GA,1572373319,78.89,84,76,6.69
Scottsbluff,41.87,-103.67,US,1572373319,17.01,78,90,6.93
Kryry,50.17,13.43,CZ,1572373319,44.6,80,20,5.82
Coro,11.41,-69.67,VE,1572373320,86.07,64,32,18.59
Rocha,-34.48,-54.34,UY,1572373320,65.82,80,84,13.15
Sal Rei,16.18,-22.92,CV,1572373320,87.8,45,93,17.22
Tourlaville,49.64,-1.57,FR,1572373320,48.99,81,100,18.34
Pochutla,15.74,-96.47,MX,1572373321,90.0,59,75,10.29
Hohhot,40.81,111.65,CN,1572373321,28.4,74,0,2.24
Myingyan,21.46,95.39,MM,1572373321,78.8,94,40,5.82
Gat,14.69,-16.54,SN,1572373321,96.8,16,50,4.7
Biograd na Moru,43.94,15.45,HR,1572373321,63.0,93,20,4.7
Partizansk,43.13,133.13,RU,1572373322,34.77,71,0,3.22
Tay Ninh,11.3,106.1,VN,1572373322,76.82,75,99,4.88
Oistins,13.07,-59.53,BB,1572373322,87.8,66,40,12.75
Amasya,40.65,35.83,TR,1572373323,57.2,71,40,8.05
Wanaka,-44.7,169.14,NZ,1572373323,36.68,95,98,7.47
Mildura,-34.18,142.16,AU,1572373323,59.0,26,82,6.93
Ushtobe,45.25,77.98,KZ,1572373323,49.3,46,0,3.56
Santa Maria,-16.02,-48.01,BR,1572373324,87.8,33,75,11.41
Lac du Bonnet,50.25,-96.06,CA,1572373324,32.0,100,100,11.52
Namur,50.47,4.87,BE,1572373324,46.0,87,66,8.05
Samarate,45.63,8.78,IT,1572373325,60.8,100,75,2.24
San Quintin,17.54,120.52,PH,1572373325,74.3,94,100,3.51
Kashary,49.04,41.01,RU,1572373325,46.58,74,100,4.23
Arrifes,37.77,-25.7,PT,1572373326,69.8,88,40,14.99
Jackson,43.48,-110.76,US,1572373239,19.4,57,1,3.36
Cooma,-36.24,149.13,AU,1572373326,39.2,69,83,4.7
Honiara,-9.43,159.96,SB,1572373326,75.2,100,20,3.36
Foix,42.97,1.61,FR,1572373327,66.99,72,97,4.7
Ramsar,36.92,50.64,IR,1572373327,62.6,93,33,4.65
Santiago del Estero,-27.8,-64.26,AR,1572373223,74.32,68,99,7.85
Poum,41.28,20.71,MK,1572373327,48.2,66,0,1.12
Sao Pedro do Piaui,-5.93,-42.72,BR,1572373328,101.8,18,30,8.08
Port Blair,11.67,92.75,IN,1572373328,83.95,77,10,3.83
Tazovskiy,67.47,78.7,RU,1572373153,15.06,91,99,18.45
Celestun,20.87,-90.4,MX,1572373328,84.07,69,0,2.37
Tessalit,20.2,1.01,ML,1572373328,78.39,13,0,10.33
Road Town,18.42,-64.62,VG,1572373329,87.8,58,20,6.93
Ganta,7.31,-8.54,LR,1572373329,73.27,91,59,1.25
Polonnaruwa,7.94,81.0,LK,1572373329,73.87,96,100,1.03
Oktyabrskoye,56.73,85.44,RU,1572373390,33.01,72,40,11.18
Keti Bandar,24.14,67.45,PK,1572373390,83.52,63,70,6.38
Salinas,36.67,-121.66,US,1572373391,62.01,32,1,4.7
Guiratinga,-16.35,-53.76,BR,1572373391,98.44,29,5,3.89
Zhicheng,35.04,112.59,CN,1572373391,58.08,36,0,2.98
Asuncion,-25.3,-57.63,PY,1572373391,105.8,24,40,17.22
Breves,-1.68,-50.48,BR,1572373391,95.95,36,95,2.98
Gobabis,-22.45,18.97,NA,1572373392,70.72,13,0,13.85
Waterloo,8.34,-13.07,SL,1572373221,84.2,70,75,8.05
Zhezkazgan,47.8,67.71,KZ,1572373392,51.21,29,100,4.59
Hazorasp,41.32,61.08,UZ,1572373392,51.8,53,74,2.24
Ofunato,39.11,141.75,JP,1572373392,60.01,83,3,11.63
Shanghai,31.23,121.49,CN,1572373386,64.0,76,0,2.24
Anadyr,64.73,177.51,RU,1572373393,1.4,77,0,11.18
Ciudad Bolivar,8.12,-63.55,VE,1572373393,93.13,45,66,4.12
Altay,47.83,88.13,CN,1572373393,28.13,76,7,5.66
Batagay,67.65,134.64,RU,1572373394,-1.09,94,100,0.54
Ryotsu,38.08,138.43,JP,1572373394,57.2,93,75,2.24
Skibbereen,51.55,-9.27,IE,1572373394,48.2,81,75,20.8
Victor Harbor,-35.55,138.62,AU,1572373394,71.01,58,76,4.7
Basco,40.33,-91.2,US,1572373395,39.2,74,90,6.93
Semey,50.41,80.25,KZ,1572373395,51.13,57,95,6.4
Rafai,4.95,23.92,CF,1572373395,72.77,79,74,0.87
Nurota,40.56,65.69,UZ,1572373395,59.0,54,40,9.17
Kibala,9.11,18.35,TD,1572373396,82.4,74,20,1.77
Am Timan,11.04,20.28,TD,1572373396,77.56,44,50,0.96
Huambo,-12.78,15.73,AO,1572373396,70.79,61,72,5.93
Russell,38.9,-98.86,US,1572373397,34.0,86,90,6.93
Canatlan,24.52,-104.78,MX,1572373397,73.0,26,5,4.7
Chateaudun,48.08,1.33,FR,1572373397,48.99,87,94,11.41
Peebles,55.65,-3.19,GB,1572373397,44.01,48,1,1.01
Concepcion,9.56,-73.66,CO,1572373397,89.26,69,56,2.08
Great Yarmouth,52.61,1.73,GB,1572373398,52.0,81,20,4.7
Vestmannaeyjar,63.44,-20.27,IS,1572373398,44.6,65,75,11.41
Pindiga,9.98,10.93,NG,1572373398,78.12,58,0,6.2
Bonavista,48.65,-53.11,CA,1572373398,42.01,88,100,11.99
Antsohihy,-14.88,47.99,MG,1572373398,79.81,80,38,4.03
Valparaiso,41.47,-87.06,US,1572373399,45.0,81,90,8.05
Pocone,-16.26,-56.62,BR,1572373399,99.79,32,21,4.03
Sault Sainte Marie,46.49,-84.36,CA,1572373400,42.8,80,75,5.82
Hirara,24.8,125.28,JP,1572373400,76.24,83,69,24.63
Chitral,35.85,71.79,PK,1572373400,37.8,78,100,2.46
Iranshahr,27.21,60.69,IR,1572373400,78.8,26,34,4.7
Chico,39.73,-121.84,US,1572373205,64.0,17,20,23.04
Fuerte Olimpo,-21.04,-57.87,BR,1572373401,108.39,21,0,11.95
Christchurch,-43.53,172.64,NZ,1572373401,46.99,93,16,3.36
Chapleau,47.85,-83.4,CA,1572373401,33.8,86,90,5.82
Tanhacu,-14.02,-41.25,BR,1572373401,90.84,34,83,9.98
Vermilion,53.35,-110.85,CA,1572373401,15.8,72,20,16.11
Guozhen,29.3,113.14,CN,1572373402,60.98,49,0,1.43
Khabary,53.63,79.53,RU,1572373402,40.77,77,85,3.85
Salina Cruz,16.18,-95.2,MX,1572373463,81.39,75,0,7.83
Esil,51.96,66.41,KZ,1572373463,47.93,72,100,5.53
Mmathubudukwane,-24.61,26.43,BW,1572373464,73.4,8,3,2.24
Muroto,33.37,134.14,JP,1572373464,54.43,85,2,4.79
Jeremie,18.65,-74.12,HT,1572373464,78.33,79,57,3.78
Diffa,13.32,12.61,NE,1572373464,89.98,12,0,6.55
Bahar,34.91,48.44,IR,1572373464,51.8,62,20,10.27
Nkowakowa,-23.89,30.29,ZA,1572373465,64.4,12,73,8.05
Danane,7.26,-8.15,CI,1572373465,72.07,93,62,1.92
Narrabri,-30.33,149.78,AU,1572373465,73.4,33,100,17.22
Fort Nelson,58.81,-122.69,CA,1572373465,17.6,78,75,4.7
Cairns,-16.92,145.77,AU,1572373465,73.4,78,40,9.17
Dabakala,8.36,-4.43,CI,1572373466,79.23,71,10,2.73
Las Vegas,36.17,-115.15,US,1572373466,59.0,10,1,4.7
Mbamba,9.98,13.1,NG,1572373466,78.35,63,43,1.45
Metsavan,41.2,44.23,GE,1572373466,50.0,53,100,5.82
Zalantun,48.0,122.72,CN,1572373467,29.57,81,83,3.09
Bergama,39.12,27.18,TR,1572373467,62.6,82,70,5.82
Nishihara,35.74,139.53,JP,1572373467,57.99,100,1,1.05
Petropavlovsk-Kamchatskiy,53.05,158.65,RU,1572373467,30.2,92,0,4.47
Alto Lucero,20.95,-97.44,MX,1572373467,84.2,66,75,5.82
Hudson Bay,52.86,-102.4,CA,1572373468,20.26,74,100,11.97
Paita,-5.09,-81.11,PE,1572373468,62.6,100,27,13.87
Corn Island,12.17,-83.04,NI,1572373468,82.98,76,68,15.35
Wajima,37.4,136.9,JP,1572373468,62.69,71,14,12.64
Barentu,15.11,37.59,ER,1572373468,83.32,37,65,12.86
Illapel,-31.63,-71.17,CL,1572373469,65.97,20,49,10.92
Atasu,48.68,71.64,KZ,1572373469,48.85,49,83,4.76
Madimba,4.42,9.93,CM,1572373469,82.4,83,75,4.7
Lincent,50.71,5.03,BE,1572373469,46.99,81,20,6.93
Bauchi,10.31,9.85,NG,1572373469,77.79,55,19,4.47
Hernani,43.27,-1.98,ES,1572373470,64.99,88,18,5.19
Saint-Michel-des-Saints,46.68,-73.92,CA,1572373470,48.06,91,100,9.13
Moussoro,13.64,16.49,TD,1572373470,92.34,14,0,7.16
Herveo,5.08,-75.18,CO,1572373470,77.0,64,75,9.17
Gonbad-e Qabus,37.25,55.17,IR,1572373470,59.0,72,0,1.97
Kayerkan,69.35,87.76,RU,1572373471,-4.01,83,40,6.71
Filadelfia,-22.35,-60.04,PY,1572373471,111.27,17,0,20.74
Beawar,26.1,74.31,IN,1572373471,77.04,61,84,3.33
Batsfjord,70.63,29.72,NO,1572373471,33.8,92,75,12.75
Naze,5.43,7.07,NG,1572373471,78.8,94,75,3.36
Baijiantan,45.63,85.18,CN,1572373472,52.16,41,0,10.33
Seguela,7.96,-6.67,CI,1572373472,78.3,83,4,4.32
Rio Grande,-32.03,-52.1,BR,1572373428,69.8,88,100,6.93
Dongsheng,29.72,112.52,CN,1572373472,61.39,53,0,2.35
Kanker,20.27,81.49,IN,1572373473,71.71,88,30,3.11
Hay River,60.82,-115.79,CA,1572373473,17.6,67,75,16.11
Newport,41.49,-71.31,US,1572373204,59.0,82,90,9.17
Alta Floresta,-9.87,-56.08,BR,1572373473,84.2,70,75,5.82
Myre,62.25,17.37,SE,1572373474,30.2,74,47,6.93
Port Shepstone,-30.74,30.45,ZA,1572373474,60.21,55,39,0.47
Nizhnevartovsk,60.93,76.58,RU,1572373474,21.2,79,90,11.18
Palana,59.08,159.95,RU,1572373475,28.0,96,96,5.39
Mukhen,48.19,136.14,RU,1572373475,38.77,95,100,11.41
Oktyabrskiy,55.61,37.97,RU,1572373536,41.0,80,75,8.95
Leeuwarden,53.2,5.79,NL,1572373536,48.2,86,0,5.82
Gold Coast,-28.0,153.41,AU,1572373537,64.0,87,68,1.12
Catio,11.28,-15.25,GW,1572373537,84.83,56,11,4.41
Daoukro,7.06,-3.97,CI,1572373537,76.53,86,84,1.48
Mabaruma,8.2,-59.78,GY,1572373538,82.81,88,45,4.9
Northam,-31.65,116.67,AU,1572373538,53.6,93,40,4.7
Obo,5.39,26.49,CF,1572373538,73.47,67,54,2.95
Pervomayskoye,57.07,86.23,RU,1572373538,25.79,67,80,12.15
Taltal,-25.41,-70.49,CL,1572373538,63.77,59,0,9.46
Kerchevskiy,59.95,56.29,RU,1572373539,17.85,91,39,5.21
Pimentel,-3.7,-45.5,BR,1572373539,98.67,32,71,2.98
Jumla,29.28,82.18,NP,1572373539,43.41,70,98,3.18
Ossora,59.24,163.07,RU,1572373539,32.22,85,100,3.58
Gainesville,29.65,-82.33,US,1572373356,89.01,66,1,9.17
Boa Vista,2.82,-60.67,BR,1572373540,95.0,36,75,6.93
Morehead,38.18,-83.43,US,1572373540,64.4,77,90,3.36
Zell am See,47.32,12.8,AT,1572373540,43.0,93,75,3.36
Harper,30.3,-99.24,US,1572373540,57.99,93,90,4.7
Kozlovice,49.59,18.26,CZ,1572373401,46.0,70,20,4.7
Waingapu,-9.65,120.26,ID,1572373541,80.98,79,32,14.52
Puerto Colombia,10.99,-74.96,CO,1572373541,86.0,74,75,8.05
Batesville,35.77,-91.64,US,1572373541,59.0,82,90,6.22
Diplo,24.47,69.59,PK,1572373542,83.03,62,56,11.9
Hargeysa,9.56,44.06,SO,1572373542,68.54,42,77,9.8
Chirongui,-12.93,45.15,YT,1572373542,78.8,83,50,4.7
Erzin,36.95,36.2,TR,1572373542,70.0,88,40,5.82
Piopio,-42.79,-73.57,CL,1572373543,51.8,81,75,8.05
Bud,62.91,6.91,NO,1572373543,42.8,86,75,6.93
Nelson Bay,-32.72,152.14,AU,1572373543,60.01,87,59,4.7
Yeppoon,-23.13,150.74,AU,1572373543,71.6,73,100,10.29
Japura,-0.42,102.29,ID,1572373543,73.11,94,16,1.43
Neuquen,-38.95,-68.06,AR,1572373338,68.0,19,75,14.99
Huixtla,15.14,-92.46,MX,1572373544,93.2,52,20,4.7
Gamboma,-1.87,15.88,CG,1572373544,74.75,86,100,2.66
Prieska,-29.67,22.74,ZA,1572373544,54.39,11,0,9.42
Mehriz,31.58,54.44,IR,1572373545,66.2,39,15,4.7
Roznava,48.66,20.54,SK,1572373545,46.0,71,20,2.24
Atlantic Beach,30.33,-81.4,US,1572373545,89.6,70,75,8.05
Fort Saint James,54.43,-124.25,CA,1572373545,27.12,43,83,3.8
Komsomolskiy,67.55,63.78,RU,1572373549,19.18,92,100,19.62
Bedong,5.73,100.51,MY,1572373549,78.8,94,75,2.24
Verkhoyansk,67.55,133.39,RU,1572373549,-2.62,92,100,0.36
Sayyan,15.17,44.32,YE,1572373549,62.01,28,61,6.71
Swellendam,-34.02,20.44,ZA,1572373549,53.6,50,13,6.93
Vagur,61.47,-6.81,FO,1572373550,44.74,72,97,16.33
